'Année','Athlète','Position','Age','Equipe','Matchs joués','%3Points','%2Points','Passes','Points'
1989,'Rik Smits','C',22,'IND',82,0,'0.518',70,956
1989,'Mike Smrek','PF',26,'SAS',43,'0','0.471',12,193
1989,'Rory Sparrow','PG',30,'MIA',80,'0.243','0.469',429,1000
1989,'John Starks','SG',23,'GSW',36,'0.385','0.414',27,146
1989,'Everette Stephens','PG',22,'IND',35,'0.2','0.339',37,65
1989,'Brook Steppe','PG',29,'POR',27,'0.556','0.406',16,103
1989,'John Stockton*','PG',26,'UTA',82,'0.242','0.561',1118,1400
1989,'Rod Strickland','PG',22,'NYK',81,'0.322','0.484',319,721
1989,'John Stroeder','PF',30,'TOT',5,'0','0.4',3,4
1989,'John Stroeder','PF',30,'GSW',4,'0','0.4',3,4
1989,'Barry Sumpter','PF',23,'LAC',1,'0',0,0,0
1989,'Jon Sundvold','SG',27,'MIA',68,'0.522','0.444',137,709
1989,'Roy Tarpley','PF',24,'DAL',19,0,'0.544',17,328
1989,'Anthony Taylor','PG',23,'MIA',21,0,'0.403',43,144
1989,'Terry Teagle','SF',28,'GSW',66,'0.167','0.481',96,1002
1989,'Reggie Theus','SG',31,'ATL',82,'0.293','0.476',387,1296
1989,'Isiah Thomas*','PG',27,'DET',80,'0.273','0.485',663,1458
1989,'Bernard Thompson','PF',26,'HOU',23,0,'0.351',13,62
1989,'Billy Thompson','SF',25,'MIA',79,0,'0.49',176,854
1989,'LaSalle Thompson','C',27,'TOT',76,0,'0.49',81,1059
1989,'LaSalle Thompson','C',27,'SAC',43,0,'0.462',44,646
1989,'LaSalle Thompson','C',27,'IND',33,'0','0.538',37,413
1989,'Mychal Thompson','C',34,'LAL',80,0,'0.56',48,738
1989,'Bob Thornton','PF',26,'PHI',54,'0.333','0.426',15,127
1989,'Otis Thorpe','PF',26,'HOU',82,0,'0.543',202,1370
1989,'Sedale Threatt','PG',27,'SEA',63,'0.367','0.502',238,544
1989,'Wayman Tisdale','PF',24,'TOT',79,0,'0.516',128,1381
1989,'Wayman Tisdale','PF',24,'IND',48,0,'0.509',75,768
1989,'Wayman Tisdale','PF',24,'SAC',31,'0','0.523',53,613
1989,'Ray Tolbert','PF',30,'ATL',50,'0','0.426',16,103
1989,'Tom Tolbert','SF',23,'CHH',14,0,'0.5',7,40
1989,'Sedric Toney','PG',26,'IND',2,0,'0.5',0,2
1989,'Kelly Tripucka','SF',29,'CHH',71,'0.357','0.476',224,1606
1989,'Trent Tucker','SG',29,'NYK',81,'0.399','0.512',132,687
1989,'Andre Turner','PG',24,'MIL',4,'0','0.5',0,6
1989,'Elston Turner','SF',29,'DEN',78,'0.286','0.431',144,337
1989,'Terry Tyler','SF',32,'DAL',70,'0.111','0.479',40,386
1989,'Kelvin Upshaw','SG',26,'TOT',32,'0.2','0.487',117,219
1989,'Kelvin Upshaw','SG',26,'MIA',9,'0.2','0.431',20,57
1989,'Kelvin Upshaw','SG',26,'BOS',23,'0.2','0.511',97,162
1989,'Darnell Valentine','SG',29,'CLE',77,'0.214','0.436',174,366
1989,'Kiki Vandeweghe','PF',30,'TOT',45,'0.396','0.479',69,499
1989,'Kiki Vandeweghe','PF',30,'POR',18,'0.421','0.486',34,251
1989,'Kiki Vandeweghe','PF',30,'NYK',27,'0.3','0.472',35,248
1989,'Jay Vincent','SF',29,'TOT',29,'0.333','0.406',27,249
1989,'Jay Vincent','SF',29,'DEN',5,'0.5','0.333',5,32
1989,'Jay Vincent','SF',29,'SAS',24,0,'0.417',22,217
1989,'Sam Vincent','PG',25,'CHI',70,'0.118','0.495',335,656
1989,'Darrell Walker','PG',27,'WSB',79,0,'0.426',496,714
1989,'Kenny Walker','SF',24,'NYK',79,'0.25','0.503',36,419
1989,'Pearl Washington','PG',25,'MIA',54,'0.071','0.437',226,411
1989,'Spud Webb','PG',25,'ATL',81,'0.045','0.493',284,319
1989,'Chris Welp','C',25,'PHI',72,0,'0.448',29,246
1989,'Bill Wennington','C',25,'DAL',65,'0.111','0.444',46,300
1989,'Mark West','C',28,'PHO',82,'0','0.653',39,594
1989,'Ennis Whatley','PG',26,'LAC',8,'0','0.364',22,34
1989,'Clinton Wheeler','PG',29,'TOT',28,0,'0.523',54,105
1989,'Clinton Wheeler','PG',29,'MIA',8,'0','0.571',21,56
1989,'Clinton Wheeler','PG',29,'POR',20,0,'0.477',33,49
1989,'Eric White','SF',23,'TOT',38,'0','0.517',17,158
1989,'Eric White','SF',23,'UTA',1,'0',0,0,0
1989,'Eric White','SF',23,'LAC',37,'0','0.521',17,158
1989,'Jerome Whitehead','C',32,'TOT',57,'0','0.396',19,175
1989,'Jerome Whitehead','C',32,'GSW',5,'0','0.5',2,7
1989,'Jerome Whitehead','C',32,'SAS',52,'0','0.392',17,168
1989,'Morlon Wiley','PG',22,'DAL',51,'0.25','0.444',76,111
1989,'Dominique Wilkins*','SF',29,'ATL',80,'0.276','0.475',211,2099
1989,'Eddie Lee','C',26,'NYK',71,0,'0.467',7,289
1989,'Gerald Wilkins','SG',25,'NYK',81,'0.297','0.482',274,1161
1989,'Buck Williams','PF',28,'NJN',74,0,'0.534',78,959
1989,'Herb Williams','C',30,'TOT',76,0,'0.439',124,777
1989,'Herb Williams','C',30,'IND',46,0,'0.453',88,578
1989,'Herb Williams','C',30,'DAL',30,0,'0.4',36,199
1989,'Hot Rod','PF',26,'CLE',82,'0.25','0.51',108,948
1989,'John Williams','SF',22,'WSB',82,'0.268','0.482',356,1120
1989,'Kevin Williams','SG',27,'TOT',50,'0.167','0.412',53,209
1989,'Kevin Williams','SG',27,'NJN',41,'0.167','0.407',36,175
1989,'Kevin Williams','SG',27,'LAC',9,'0','0.438',17,34
1989,'Micheal Williams','PG',22,'DET',49,'0.222','0.375',70,127
1989,'Reggie Williams','SF',24,'LAC',63,'0.288','0.469',103,642
1989,'David Wingate','SG',25,'PHI',33,'0.333','0.477',73,137
1989,'Randy Wittman','SF',29,'TOT',64,'0.5','0.454',111,291
1989,'Randy Wittman','SF',29,'SAC',31,'0.5','0.425',32,118
1989,'Randy Wittman','SF',29,'IND',33,'0.5','0.473',79,173
1989,'Joe Wolf','C',24,'LAC',66,'0.143','0.433',113,386
1989,'Mike Woodson','SG',30,'HOU',81,'0.348','0.447',206,1046
1989,'Orlando Woolridge','SF',29,'LAL',74,0,'0.469',58,715
1989,'James Worthy*','SF',27,'LAL',81,'0.087','0.556',288,1657
1989,'Danny Young','PG',26,'POR',48,'0.34','0.49',123,297
1990,'Mark Acres','C',27,'ORL',80,'0.75','0.48',67,362
1990,'Michael Adams','PG',27,'DEN',79,'0.366','0.431',495,1221
1990,'Mark Aguirre','SF',30,'DET',78,'0.333','0.506',145,1099
1990,'Danny Ainge','PG',30,'SAC',75,'0.374','0.46',453,1342
1990,'Mark Alarie','PF',26,'WSB',82,'0.204','0.49',142,860
1990,'Steve Alford','PG',25,'DAL',41,'0.318','0.483',39,168
1990,'Randy Allen','SG',25,'SAC',63,0,'0.457',23,235
1990,'Greg Anderson','PF',25,'MIL',60,'0','0.507',24,529
1990,'Nick Anderson','SG',22,'ORL',81,'0.059','0.504',124,931
1990,'Richard Anderson','PF',29,'CHH',54,'0.37','0.459',55,231
1990,'Ron Anderson','SF',31,'PHI',78,'0.143','0.459',143,926
1990,'Willie Anderson','SG',23,'SAS',82,'0.269','0.497',364,1288
1990,'Michael Ansley','SF',22,'ORL',72,'0','0.497',40,626
1990,'B.J. Armstrong','PG',22,'CHI',81,'0.5','0.484',199,452
1990,'John Bagley','PG',29,'BOS',54,'0.056','0.495',296,230
1990,'Thurl Bailey','SF',28,'UTA',82,0,'0.485',137,1162
1990,'Ken Bannister','PF',29,'LAC',52,0,'0.481',18,206
1990,'Charles Barkley*','SF',26,'PHI',79,'0.217','0.632',307,1989
1990,'Dana Barros','PG',22,'SEA',81,'0.399','0.408',205,782
1990,'John Battle','SG',27,'ATL',60,'0.154','0.514',154,654
1990,'Kenny Battle','SG',25,'PHO',59,'0.25','0.554',38,242
1990,'William Bedford','C',26,'DET',42,'0.167','0.445',4,118
1990,'Benoit Benjamin','C',25,'LAC',71,0,'0.527',159,959
1990,'Winston Bennett','SF',24,'CLE',55,'0','0.479',54,338
1990,'Larry Bird*','SF',33,'BOS',75,'0.333','0.494',562,1820
1990,'Uwe Blab','C',27,'TOT',47,'0','0.398',25,98
1990,'Uwe Blab','C',27,'GSW',40,'0','0.379',24,83
1990,'Uwe Blab','C',27,'SAS',7,'0','0.545',1,15
1990,'Rolando Blackman','SG',30,'DAL',80,'0.302','0.505',289,1552
1990,'Mookie Blaylock','PG',22,'NJN',50,'0.225','0.395',210,505
1990,'Muggsy Bogues','PG',25,'CHH',81,'0.192','0.503',867,763
1990,'Manute Bol','C',27,'GSW',75,'0.188','0.388',36,146
1990,'Anthony Bowie','SG',26,'HOU',66,'0.286','0.415',96,284
1990,'Sam Bowie','C',28,'NJN',68,'0.323','0.42',91,998
1990,'Adrian Branch','SF',26,'MIN',11,1,'0.4',4,65
1990,'Randy Breuer','C',29,'TOT',81,0,'0.429',97,722
1990,'Randy Breuer','C',29,'MIL',30,'0','0.462',13,204
1990,'Randy Breuer','C',29,'MIN',51,0,'0.417',84,518
1990,'Frank Brickowski','C',30,'SAS',78,0,'0.548',105,517
1990,'Scott Brooks','PG',24,'PHI',72,'0.392','0.447',207,319
1990,'Chucky Brown','SF',21,'CLE',75,0,'0.477',50,545
1990,'Mike Brown','C',26,'UTA',82,'0.5','0.515',47,512
1990,'Raymond Brown','PF',24,'UTA',16,'0','0.286',4,16
1990,'Tony Brown','SF',29,'MIL',61,'0.25','0.446',41,219
1990,'Stanley Brundy','SF',22,'NJN',16,'0','0.5',3,37
1990,'Mark Bryant','PF',24,'POR',58,'0','0.458',13,168
1990,'Torgeir Bryn','C',25,'LAC',3,'0',0,0,4
1990,'Steve Bucknall','SG',23,'LAL',18,0,'0.281',10,23
1990,'Greg Butler','C',23,'NYK',13,'0','0.25',1,6
1990,'Michael Cage','C',28,'SEA',82,'0','0.504',70,798
1990,'Adrian Caldwell','PF',23,'HOU',51,'0','0.553',7,97
1990,'Tony Campbell','SG',27,'MIN',82,'0.167','0.468',213,1903
1990,'Rick Carlisle','SG',30,'NJN',5,0,'0.25',5,2
1990,'Antoine Carr','PF',28,'TOT',77,0,'0.499',119,949
1990,'Antoine Carr','PF',28,'ATL',44,0,'0.525',53,335
1990,'Antoine Carr','PF',28,'SAC',33,0,'0.485',66,614
1990,'Joe Barry','C',31,'TOT',76,0,'0.412',97,761
1990,'Joe Barry','C',31,'NJN',46,0,'0.395',43,403
1990,'Joe Barry','C',31,'DEN',30,'0','0.432',54,358
1990,'Bill Cartwright','C',32,'CHI',71,'0','0.488',145,811
1990,'Terry Catledge','PF',26,'ORL',74,'0.25','0.476',72,1435
1990,'Tom Chambers','PF',30,'PHO',81,'0.279','0.513',190,2201
1990,'Rex Chapman','SG',22,'CHH',54,'0.331','0.422',132,945
1990,'Maurice Cheeks','PG',33,'TOT',81,'0.25','0.511',453,789
1990,'Maurice Cheeks','PG',33,'SAS',50,'0.111','0.485',302,545
1990,'Maurice Cheeks','PG',33,'NYK',31,'0.429','0.586',151,244
1990,'Derrick Chievous','SF',22,'TOT',55,'0.333','0.483',31,293
1990,'Derrick Chievous','SF',22,'HOU',41,'0.375','0.512',27,244
1990,'Derrick Chievous','SF',22,'CLE',14,0,'0.366',4,49
1990,'Ben Coleman','PF',28,'MIL',22,0,'0.479',12,126
1990,'Steve Colter','PG',27,'WSB',73,0,'0.486',148,361
1990,'Lester Conner','PG',30,'NJN',82,'0.154','0.42',385,648
1990,'Michael Cooper','SG',33,'LAL',80,'0.318','0.42',215,515
1990,'Wayne Cooper','C',33,'POR',79,0,'0.458',44,301
1990,'Lanard Copeland','SG',24,'PHI',23,'0.2','0.476',9,74
1990,'Tyrone Corbin','SF',27,'MIN',82,0,'0.486',216,1203
1990,'Dave Corzine','C',33,'ORL',6,'0','0.379',2,22
1990,'Pat Cummings','C',33,'MIA',37,'0','0.484',13,175
1990,'Terry Cummings','PF',28,'SAS',81,'0.322','0.481',219,1818
1990,'Dell Curry','SG',25,'CHH',67,'0.354','0.485',159,1070
1990,'Quintin Dailey','SG',29,'SEA',30,'0.2','0.409',34,247
1990,'Adrian Dantley*','SF',33,'DAL',45,0,'0.479',80,662
1990,'Brad Daugherty','C',24,'CLE',41,0,'0.481',130,690
1990,'Brad Davis','PG',34,'DAL',73,'0.337','0.552',242,470
1990,'Charles Davis','SF',31,'CHI',53,'0.28','0.383',18,130
1990,'Terry Davis','PF',22,'MIA',63,0,'0.467',25,298
1990,'Walter Davis','SG',35,'DEN',69,'0.13','0.497',155,1207
1990,'Johnny Dawkins','PG',26,'PHI',81,'0.333','0.501',601,1162
1990,'Vinny Del','SG',23,'SAC',76,'0.313','0.47',250,739
1990,'Byron Dinkins','PG',22,'HOU',33,'0.111','0.43',75,115
1990,'Vlade Divac','C',21,'LAL',82,0,'0.504',75,701
1990,'James Donaldson','C',32,'DAL',73,'0','0.539',57,665
1990,'Sherman Douglas','PG',23,'MIA',81,'0.161','0.505',619,1155
1990,'Terry Dozier','SF',23,'CHH',9,0,'0.346',3,22
1990,'Greg Dreiling','C',27,'IND',49,'0','0.377',8,65
1990,'Larry Drew','PG',31,'LAL',80,'0.395','0.457',217,418
1990,'Clyde Drexler*','SG',27,'POR',73,'0.283','0.512',432,1703
1990,'Kevin Duckworth','C',25,'POR',82,'0','0.478',91,1327
1990,'Chris Dudley','PF',24,'TOT',64,'0','0.411',39,350
1990,'Chris Dudley','PF',24,'CLE',37,'0','0.389',20,184
1990,'Chris Dudley','PF',24,'NJN',27,'0','0.441',19,166
1990,'Joe Dumars*','SG',26,'DET',75,'0.4','0.485',368,1335
1990,'Mike Dunleavy','PG',35,'MIL',5,'0.222','0.4',10,17
1990,'T.R. Dunn','SF',34,'DEN',65,0,'0.463',43,114
1990,'Ledell Eackles','SG',23,'WSB',78,'0.322','0.447',182,1055
1990,'Mark Eaton','C',33,'UTA',82,'0','0.527',39,395
1990,'Blue Edwards','SF',24,'UTA',82,'0.3','0.519',145,727
1990,'James Edwards','C',34,'DET',82,0,'0.499',63,1189
1990,'Jay Edwards','SG',21,'LAC',4,0,'0.6',4,7
1990,'Kevin Edwards','SG',24,'MIA',78,'0.3','0.416',252,938
1990,'Craig Ehlo','SG',28,'CLE',81,'0.419','0.48',371,1102
1990,'Sean Elliott','SF',21,'SAS',81,'0.111','0.486',154,810
1990,'Dale Ellis','SG',29,'SEA',55,'0.375','0.538',110,1293
1990,'Pervis Ellison','C',22,'SAC',34,0,'0.446',65,271
1990,'Alex English*','SF',36,'DEN',80,'0.4','0.491',225,1433
1990,'Patrick Ewing*','C',27,'NYK',82,'0.25','0.552',182,2347
1990,'Jim Farmer','SG',25,'SEA',38,'0.296','0.46',25,243
1990,'Duane Ferrell','SF',24,'ATL',14,0,'0.385',2,12
1990,'Vern Fleming','PG',27,'IND',82,'0.353','0.514',610,1176
1990,'Sleepy Floyd','PG',29,'HOU',82,'0.38','0.48',600,1000
1990,'Tellis Frank','PF',24,'MIA',77,'0','0.458',85,735
1990,'Corey Gaines','SG',24,'PHI',9,'0.5','0.3',26,10
1990,'Kevin Gamble','SF',24,'BOS',71,'0.167','0.473',119,362
1990,'Winston Garland','PG',25,'TOT',79,'0.333','0.406',303,574
1990,'Winston Garland','PG',25,'GSW',51,'0.1','0.385',157,270
1990,'Winston Garland','PG',25,'LAC',28,'0.423','0.429',146,304
1990,'Tom Garrick','SG',23,'LAC',73,'0.19','0.51',289,508
1990,'Kenny Gattison','PF',25,'CHH',63,1,'0.549',39,372
1990,'Derrick Gervin','PF',26,'NJN',21,0,'0.479',8,251
1990,'Armen Gilliam','PF',25,'TOT',76,0,'0.516',99,1271
1990,'Armen Gilliam','PF',25,'PHO',16,'0','0.43',8,143
1990,'Armen Gilliam','PF',25,'CHH',60,0,'0.529',91,1128
1990,'Mike Gminski','C',30,'PHI',81,'0.176','0.462',128,1112
1990,'Gary Grant','PG',24,'LAC',44,'0.238','0.476',442,575
1990,'Greg Grant','PG',23,'PHO',67,'0.188','0.4',168,208
1990,'Harvey Grant','PF',24,'WSB',81,0,'0.479',131,664
1990,'Horace Grant','PF',24,'CHI',80,'0','0.523',227,1071
1990,'Stuart Gray','C',26,'TOT',58,0,'0.447',19,116
1990,'Stuart Gray','C',26,'CHH',39,0,'0.475',17,101
1990,'Stuart Gray','C',26,'NYK',19,0,'0.286',2,15
1990,'Jeff Grayer','SF',24,'MIL',71,'0.125','0.466',107,548
1990,'A.C. Green','PF',26,'LAL',82,'0.283','0.489',90,1061
1990,'Rickey Green','PG',35,'IND',69,'0.091','0.45',182,244
1990,'Sidney Green','C',29,'ORL',73,'0.333','0.468',99,761
1990,'Dave Greenwood','PF',32,'DET',37,'0','0.423',12,60
1990,'Darrell Griffith','SG',31,'UTA',82,'0.372','0.509',63,733
1990,'Scott Haffner','PG',23,'MIA',43,'0.143','0.434',80,196
1990,'Jack Haley','PF',26,'TOT',67,0,'0.399',26,361
1990,'Jack Haley','PF',26,'CHI',11,'0','0.45',4,25
1990,'Jack Haley','PF',26,'NJN',56,0,'0.396',22,336
1990,'Tom Hammonds','PF',22,'WSB',61,0,'0.439',51,321
1990,'Bob Hansen','SG',29,'UTA',81,'0.351','0.51',149,617
1990,'Bill Hanzlik','PF',32,'DEN',81,'0.194','0.474',186,500
1990,'Tim Hardaway','PG',23,'GSW',79,'0.274','0.489',689,1162
1990,'Derek Harper','PG',28,'DAL',82,'0.371','0.519',609,1473
1990,'Ron Harper','SG',26,'TOT',35,'0.275','0.49',182,798
1990,'Ron Harper','SG',26,'CLE',7,'0.2','0.451',49,154
1990,'Ron Harper','SG',26,'LAC',28,'0.283','0.501',133,644
1990,'Steve Harris','SG',26,'LAC',15,'0','0.35',1,31
1990,'Scott Hastings','PF',29,'DET',40,'0.25','0.333',8,42
1990,'Hersey Hawkins','SG',23,'PHI',82,'0.42','0.468',261,1515
1990,'Gerald Henderson','PG',34,'TOT',57,'0.447','0.507',74,135
1990,'Gerald Henderson','PG',34,'MIL',11,'0.429','0.421',13,27
1990,'Gerald Henderson','PG',34,'DET',46,'0.452','0.538',61,108
1990,'Mike Higgins','SF',22,'TOT',11,'0','0.375',3,14
1990,'Mike Higgins','SF',22,'DEN',5,'0','0.375',2,13
1990,'Rod Higgins','PF',30,'GSW',82,'0.347','0.54',129,909
1990,'Roy Hinson','PF',28,'NJN',25,'0','0.507',22,376
1990,'Craig Hodges','SG',29,'CHI',63,'0.481','0.387',110,407
1990,'Mike Holton','PG',28,'CHH',16,'0','0.538',16,29
1990,'Dave Hoppen','C',25,'CHH',10,'0','0.39',6,40
1990,'Dennis Hopson','SG',24,'NJN',79,'0.317','0.446',151,1251
1990,'Tito Horford','C',24,'MIL',35,'0','0.29',2,51
1990,'Jeff Hornacek','SG',26,'PHO',67,'0.408','0.552',337,1179
1990,'Ed Horton','PF',22,'WSB',45,0,'0.506',19,202
1990,'Eddie Hughes','PG',29,'DEN',60,'0.408','0.412',116,209
1990,'Jay Humphries','PG',27,'MIL',81,'0.3','0.508',472,1237
1990,'Byron Irvin','SG',23,'POR',50,'0.357','0.481',47,258
1990,'Jaren Jackson','SG',22,'NJN',28,0,'0.379',13,67
1990,'Mark Jackson','PG',24,'NYK',82,'0.267','0.472',604,809
1990,'Michael Jackson','PG',25,'SAC',17,'0.5','0.222',8,10
1990,'Avery Johnson','PG',24,'SEA',53,'0.25','0.391',162,140
1990,'Buck Johnson','SF',26,'HOU',82,'0.118','0.501',252,1215
1990,'Dennis Johnson*','PG',35,'BOS',75,'0.042','0.455',485,531
1990,'Eddie Johnson','SF',30,'PHO',64,'0.38','0.472',107,1080
1990,'Eric Johnson','PG',23,'UTA',48,'0.167','0.244',64,54
1990,'Kevin Johnson','PG',23,'PHO',74,'0.195','0.51',846,1665
1990,'Magic Johnson*','PG',30,'LAL',79,'0.384','0.51',907,1765
1990,'Marques Johnson','SF',33,'GSW',10,'0.667','0.345',9,40
1990,'Steve Johnson','C',32,'TOT',25,'0','0.522',17,117
1990,'Steve Johnson','C',32,'MIN',4,'0',0,1,0
1990,'Steve Johnson','C',32,'SEA',21,'0','0.533',16,117
1990,'Vinnie Johnson','SG',33,'DET',82,'0.147','0.444',255,804
1990,'Nate Johnston','PF-SF',23,'TOT',21,'0.25','0.386',1,46
1990,'Nate Johnston','SF',23,'UTA',6,1,'0.3',0,11
1990,'Nate Johnston','PF',23,'POR',15,0,'0.412',1,35
1990,'Anthony Jones','SG',27,'DAL',66,'0.308','0.376',29,195
1990,'Caldwell Jones','PF',39,'SAS',72,'0.2','0.475',20,173
1990,'Charles Jones','C',32,'WSB',81,'0','0.508',139,256
1990,'Michael Jordan*','SG',26,'CHI',82,'0.376','0.548',519,2753
1990,'Shawn Kemp','PF',20,'SEA',81,'0.167','0.488',26,525
1990,'Tim Kempton','PF',26,'DEN',71,0,'0.492',118,383
1990,'Steve Kerr','PG',24,'CLE',78,'0.507','0.413',248,520
1990,'Jerome Kersey','SF',27,'POR',82,'0.15','0.485',188,1310
1990,'Randolph Keys','SF',23,'TOT',80,'0.326','0.439',88,701
1990,'Randolph Keys','SF',23,'CLE',48,'0.2','0.427',39,365
1990,'Randolph Keys','SF',23,'CHH',32,'0.364','0.455',49,336
1990,'Stan Kimbrough','PG',23,'DET',10,'0','0.438',5,16
1990,'Bernard King*','SF',33,'WSB',82,'0.13','0.493',376,1837
1990,'Stacey King','PF',23,'CHI',82,0,'0.505',87,728
1990,'Greg Kite','C',28,'SAC',71,1,'0.429',76,230
1990,'Joe Kleine','C',28,'BOS',81,0,'0.485',46,435
1990,'Jon Koncak','C',26,'ATL',54,0,'0.619',23,198
1990,'Frank Kornet','PF',23,'MIL',57,'0.25','0.394',21,113
1990,'Larry Krystkowiak','PF',25,'MIL',16,0,'0.371',25,112
1990,'Bill Laimbeer','C',32,'DET',81,'0.361','0.515',171,981
1990,'Jerome Lane','PF',23,'DEN',67,0,'0.477',105,334
1990,'Andrew Lang','C',23,'PHO',74,'0','0.557',21,258
1990,'Jeff Lebo','SG',23,'SAS',4,'0','0.286',3,6
1990,'Eric Leckner','C',23,'UTA',77,'0','0.563',19,331
1990,'Tim Legler','SG',23,'PHO',11,0,'0.393',6,28
1990,'Gary Leonard','C',22,'MIN',22,0,'0.433',1,32
1990,'Jim Les','PG',26,'TOT',7,0,'0.385',21,23
1990,'Jim Les','PG',26,'LAC',6,0,'0.385',20,21
1990,'Clifford Lett','PG',24,'CHI',4,'0','0.25',1,4
1990,'Fat Lever','SG',29,'DEN',79,'0.414','0.445',517,1443
1990,'Cliff Levingston','PF',29,'ATL',75,'0.2','0.513',80,516
1990,'Ralph Lewis','SG',26,'TOT',7,'0','0.571',0,10
1990,'Ralph Lewis','SG',26,'DET',4,'0',0,0,0
1990,'Ralph Lewis','SG',26,'CHH',3,'0','0.667',0,10
1990,'Reggie Lewis','SG',24,'BOS',79,'0.267','0.499',225,1340
1990,'Todd Lichti','SG',23,'DEN',79,0,'0.5',116,630
1990,'Alton Lister','C',31,'GSW',3,0,'0.571',2,12
1990,'Lewis Lloyd','SG',30,'TOT',21,'0','0.566',11,69
1990,'Lewis Lloyd','SG',30,'PHI',2,'0','0.5',0,2
1990,'Lewis Lloyd','SG',30,'HOU',19,'0','0.569',11,67
1990,'Brad Lohaus','PF',25,'TOT',80,'0.343','0.49',168,732
1990,'Brad Lohaus','PF',25,'MIN',28,'0.063','0.5',62,210
1990,'Brad Lohaus','PF',25,'MIL',52,'0.38','0.485',106,522
1990,'Grant Long','PF',23,'MIA',81,0,'0.486',96,686
1990,'John Long','SG',33,'ATL',48,'0.345','0.462',85,404
1990,'Sidney Lowe','PG',30,'MIN',80,'0.222','0.323',337,187
1990,'John Lucas','PG',36,'HOU',49,'0.299','0.407',238,286
1990,'Rick Mahorn','PF',31,'PHI',75,'0.222','0.501',98,811
1990,'Dan Majerle','SG',24,'PHO',73,'0.238','0.448',188,809
1990,'Jeff Malone','SG',28,'WSB',75,'0.167','0.492',243,1820
1990,'Karl Malone*','PF',26,'UTA',82,'0.372','0.567',226,2540
1990,'Moses Malone*','C',34,'ATL',81,'0.111','0.483',130,1528
1990,'Danny Manning','PF',23,'LAC',71,0,'0.536',187,1154
1990,'Roy Marble','SG',23,'ATL',24,0,'0.286',11,51
1990,'Sarunas Marciulionis*','SG',25,'GSW',75,'0.256','0.539',121,905
1990,'Jeff Martin','SG',23,'LAC',69,'0.133','0.421',44,433
1990,'Anthony Mason','PF',23,'NJN',21,'0','0.35',7,37
1990,'Wes Matthews','PG',30,'ATL',1,0,'0.5',5,4
1990,'Vernon Maxwell','SG',24,'TOT',79,'0.267','0.473',296,714
1990,'Vernon Maxwell','SG',24,'SAS',49,'0.288','0.465',146,340
1990,'Vernon Maxwell','SG',24,'HOU',30,'0.245','0.481',150,374
1990,'Bob McCann','SF',25,'DAL',10,'0','0.333',6,26
1990,'Mel McCants','SF',22,'LAL',13,'0','0.308',2,22
1990,'George McCloud','SF',22,'IND',44,'0.325','0.308',45,118
1990,'Tim McCormick','C',27,'HOU',18,'0','0.345',3,30
1990,'Rodney McCray','SF',28,'SAC',82,'0.262','0.525',377,1358
1990,'Xavier McDaniel','SF',26,'SEA',69,'0.294','0.498',171,1471
1990,'Mike McGee','SF',30,'PHO',14,'0.348','0.531',16,102
1990,'Kevin McHale*','PF',32,'BOS',82,'0.333','0.562',172,1712
1990,'Derrick McKey','SF',23,'SEA',80,'0.13','0.502',187,1254
1990,'Carlton McKinney','SG',25,'LAC',7,0,'0.258',7,18
1990,'Nate McMillan','SG',25,'SEA',82,'0.355','0.482',598,523
1990,'Mark McNamara','C',30,'LAL',33,'0','0.442',3,102
1990,'Scott Meents','PF',26,'SEA',26,'0','0.432',7,55
1990,'Reggie Miller*','SG',24,'IND',82,'0.414','0.552',311,2016
1990,'Sam Mitchell','PF',26,'MIN',80,0,'0.451',89,1012
1990,'Paul Mokeski','C',33,'CLE',38,0,'0.423',17,151
1990,'Johnny Moore','PG',31,'SAS',53,'0.235','0.424',82,118
1990,'Chris Morris','SF',24,'NJN',80,'0.316','0.445',143,1187
1990,'Mike Morrison','SG',22,'PHO',36,'0.286','0.344',11,72
1990,'John Morton','SG',22,'CLE',37,'0.233','0.313',67,146
1990,'Chris Mullin*','SF',26,'GSW',78,'0.372','0.573',319,1956
1990,'Tod Murphy','C',26,'MIN',82,'0.372','0.479',106,680
1990,'Pete Myers','SG',26,'TOT',52,0,'0.408',135,244
1990,'Pete Myers','SG',26,'NYK',24,0,'0.341',35,46
1990,'Pete Myers','SG',26,'NJN',28,0,'0.425',100,198
1990,'Larry Nance','PF',30,'CLE',62,1,'0.51',161,1011
1990,'Calvin Natt','SF',33,'IND',14,'0','0.645',9,57
1990,'Ed Nealy','PF',29,'CHI',46,0,'0.544',28,104
1990,'Chuck Nevitt','C',30,'HOU',3,'0',1,1,4
1990,'Johnny Newman','SF',26,'NYK',80,'0.317','0.511',180,1032
1990,'Kurt Nimphius','C',31,'PHI',38,0,'0.422',6,90
1990,'Dyron Nix','SF',22,'IND',20,'0','0.359',5,39
1990,'Ken Norman','SF',25,'LAC',70,'0.438','0.511',160,1128
1990,'Charles Oakley','PF',26,'NYK',61,0,'0.527',146,889
1990,'Hakeem Olajuwon*','C',27,'HOU',82,'0.167','0.502',234,1995
1990,'Jawann Oldham','C',32,'TOT',6,'0','0.5',1,9
1990,'Jawann Oldham','C',32,'ORL',3,'0','0.333',0,4
1990,'Jawann Oldham','C',32,'LAL',3,'0','0.667',1,5
1990,'Jose Ortiz','PF',26,'UTA',13,'0.5','0.45',7,42
