'Année','Athlète','Position','Age','Equipe','Matchs joués','%3Points','%2Points','Passes','Points'
1970,'Mike Lynn','SF',24,'LAL',44,'0','0.331',30,119
1970,'Ed Manning','SF-PF',26,'TOT',67,'0','0.371',36,280
1970,'Ed Manning','PF',26,'BAL',29,'0','0.485',2,69
1970,'Ed Manning','SF',26,'CHI',38,'0','0.341',34,211
1970,'Jack Marin','SF',25,'BAL',82,'0','0.489',217,1618
1970,'Don May','SF',24,'NYK',37,'0','0.386',17,96
1970,'Willie McCarter','SG',23,'LAL',40,'0','0.378',93,307
1970,'Jon McGlocklin','SG',26,'MIL',82,'0','0.53',303,1447
1970,'Stan McKenzie','SF',25,'PHO',58,'0','0.393',52,220
1970,'McCoy McLemore','SF',27,'DET',73,'0','0.466',83,585
1970,'Tom Meschery','SF',31,'SEA',80,'0','0.482',157,984
1970,'Eddie Miles','SG',29,'TOT',47,'0','0.44',86,609
1970,'Eddie Miles','SG',29,'DET',44,'0','0.435',82,592
1970,'Eddie Miles','SG',29,'BAL',3,'0','0.7',4,17
1970,'Steve Mix','SF',22,'DET',18,'0','0.48',15,119
1970,'Earl Monroe*','PG',25,'BAL',82,'0','0.446',402,1922
1970,'Otto Moore','C',23,'DET',81,'0','0.476',104,960
1970,'Erwin Mueller','PF',25,'TOT',78,'0','0.464',205,789
1970,'Erwin Mueller','PF',25,'SEA',4,'0','0.406',6,30
1970,'Erwin Mueller','PF',25,'DET',74,'0','0.467',199,759
1970,'Jeff Mullins','SG',27,'SFW',74,'0','0.46',360,1632
1970,'Dorie Murrey','C',26,'SEA',81,'0','0.446',76,442
1970,'Don Nelson*','PF',29,'BOS',82,'0','0.501',148,1259
1970,'Dave Newmark','C',23,'ATL',64,'0','0.429',42,313
1970,'Rich Niemann','C',23,'BOS',6,'0','0.4',2,6
1970,'Grady O''Malley','F',21,'ATL',24,'0','0.35',10,50
1970,'Bud Ogden','SF',23,'PHI',47,'0','0.477',31,191
1970,'Don Ohl','SG',33,'ATL',66,'0','0.473',98,410
1970,'Loy Petersen','SG',24,'CHI',31,'0','0.367',23,92
1970,'Bob Portman','SG',22,'SFW',60,'0','0.445',28,420
1970,'Bob Quick','SF',23,'TOT',34,'0','0.453',14,175
1970,'Bob Quick','SF',23,'BAL',15,'0','0.5',3,40
1970,'Bob Quick','SF',23,'DET',19,'0','0.441',11,135
1970,'Luther Rackley','C',23,'CIN',66,'0','0.449',56,504
1970,'Willis Reed*','C',27,'NYK',81,'0','0.507',161,1755
1970,'George Reynolds','G',22,'DET',10,'0','0.421',12,21
1970,'Pat Riley*','SF',24,'SDR',36,'0','0.417',85,190
1970,'Mike Riordan','SG',24,'NYK',81,'0','0.464',201,624
1970,'Rick Roberson','C',22,'LAL',74,'0','0.447',92,644
1970,'Oscar Robertson*','PG',31,'CIN',69,'0','0.511',558,1748
1970,'Flynn Robinson','PG',28,'MIL',81,'0','0.477',449,1765
1970,'Guy Rodgers*','PG',34,'MIL',64,'0','0.356',213,203
1970,'Bob Rule','C',25,'SEA',80,'0','0.463',144,1965
1970,'Cazzie Russell','SF',25,'NYK',78,'0','0.498',135,894
1970,'Tom Sanders*','SF',31,'BOS',57,'0','0.443',92,653
1970,'Dale Schlueter','C',24,'SFW',63,'0','0.491',25,224
1970,'Dave Scholz','F',21,'PHI',1,'0',1,0,2
1970,'Ray Scott','PF',31,'BAL',73,'0','0.425',114,653
1970,'Larry Siegfried','PG',30,'BOS',78,'0','0.424',299,984
1970,'Paul Silas','PF',26,'PHO',78,'0','0.464',214,996
1970,'Jerry Sloan*','SF',27,'CHI',53,'0','0.421',165,827
1970,'Adrian Smith','SG',33,'TOT',77,'0','0.368',132,458
1970,'Adrian Smith','SG',33,'CIN',32,'0','0.405',45,172
1970,'Adrian Smith','SG',33,'SFW',45,'0','0.347',87,286
1970,'Bingo Smith','SF',23,'SDR',75,'0','0.427',75,550
1970,'Greg Smith','PF',23,'MIL',82,'0','0.511',156,803
1970,'Dick Snyder','SG',25,'TOT',82,'0','0.528',342,1081
1970,'Dick Snyder','G-F',25,'PHO',6,'0','0.489',9,51
1970,'Dick Snyder','SG',25,'SEA',76,'0','0.531',333,1030
1970,'Dave Stallworth','SF',28,'NYK',82,'0','0.429',139,639
1970,'Rod Thorn','SG',28,'SEA',19,'0','0.444',17,55
1970,'Nate Thurmond*','C',28,'SFW',43,'0','0.414',150,943
1970,'Gene Tormohlen','C',32,'ATL',2,'0','0.5',1,4
1970,'John Trapp','SF',24,'SDR',70,'0','0.426',49,442
1970,'John Tresvant','PF',30,'TOT',69,'0','0.444',112,734
1970,'John Tresvant','PF',30,'SEA',49,'0','0.428',95,617
1970,'John Tresvant','PF',30,'LAL',20,'0','0.534',17,117
1970,'Al Tucker','PF',26,'TOT',61,'0','0.512',38,362
1970,'Al Tucker','PF',26,'CHI',33,'0','0.513',31,231
1970,'Al Tucker','PF',26,'BAL',28,'0','0.51',7,131
1970,'Bill Turner','PF-SF',25,'TOT',72,'0','0.421',43,517
1970,'Bill Turner','SF',25,'SFW',3,'0','0.529',1,23
1970,'Bill Turner','PF',25,'CIN',69,'0','0.417',42,494
1970,'Wes Unseld*','C',23,'BAL',82,'0','0.518',291,1325
1970,'Dick Van','SG',26,'PHO',77,'0','0.508',338,1643
1970,'Tom Van','SF',26,'CIN',71,'0','0.451',155,1621
1970,'Norm Van','PG',22,'CIN',81,'0','0.403',500,770
1970,'Neal Walk','C',21,'PHO',82,'0','0.47',80,669
1970,'Chet Walker*','SF',29,'CHI',78,'0','0.477',192,1675
1970,'Jimmy Walker','SG',25,'DET',81,'0','0.478',248,1687
1970,'John Warren','SG',22,'NYK',44,'0','0.407',30,112
1970,'Jim Washington','PF',26,'PHI',79,'0','0.476',104,1006
1970,'Bob Weiss','PG',27,'CHI',82,'0','0.427',474,943
1970,'Walt Wesley','C',25,'CHI',72,'0','0.417',68,685
1970,'Jerry West*','PG',31,'LAL',74,'0','0.497',554,2309
1970,'Jo Jo','PG',23,'BOS',60,'0','0.452',145,729
1970,'Lenny Wilkens*','PG',32,'SEA',75,'0','0.42',683,1334
1970,'Art Williams','PG',30,'SDR',80,'0','0.407',503,466
1970,'Bernie Williams','SG',24,'SDR',72,'0','0.392',165,598
1970,'Ron Williams','PG',25,'SFW',80,'0','0.432',424,1181
1970,'Sam Williams','SG',25,'MIL',11,'0','0.458',3,27
1970,'George Wilson','C',27,'PHI',67,'0','0.388',52,358
1970,'Lee Winfield','PG',22,'SEA',64,'0','0.479',102,363
1970,'Tom Workman','F-C',25,'DET',2,'0',0,0,0
1971,'Zaid Abdul-Aziz','C',24,'SEA',61,'0','0.441',42,665
1971,'Kareem Abdul-Jabbar*','C',23,'MIL',82,'0','0.577',272,2596
1971,'Don Adams','SF',23,'SDR',82,'0','0.409',173,937
1971,'Rick Adelman','PG',24,'POR',81,'0','0.422',380,1023
1971,'Lucius Allen','PG',23,'MIL',61,'0','0.447',161,433
1971,'Cliff Anderson','SG',26,'TOT',28,'0','0.308',20,86
1971,'Cliff Anderson','SG',26,'CLE',23,'0','0.322',16,79
1971,'Cliff Anderson','SG',26,'PHI',5,'0','0.167',4,7
1971,'Tiny Archibald*','PG',22,'CIN',82,'0','0.444',450,1308
1971,'Bob Arnzen','SF',23,'CIN',55,'0','0.462',24,301
1971,'Al Attles','PG',34,'SFW',34,'0','0.407',58,68
1971,'Dennis Awtrey','C',22,'PHI',70,'0','0.475',89,504
1971,'Jim Barnes','PF',29,'BAL',11,'0','0.536',8,37
1971,'Dick Barnett','SG',34,'NYK',82,'0','0.456',225,1273
1971,'Jim Barnett','SG',26,'POR',78,'0','0.436',323,1444
1971,'Moe Barr','G',26,'CIN',31,'0','0.403',28,61
1971,'Johnny Baum','SF',24,'CHI',62,'0','0.42',31,286
1971,'Elgin Baylor*','SF',36,'LAL',2,'0','0.421',2,20
1971,'Walt Bellamy*','C',31,'ATL',82,'0','0.493',230,1202
1971,'Dave Bing*','PG',27,'DET',82,'0','0.467',408,2213
1971,'Tom Black','C',29,'TOT',71,'0','0.402',44,299
1971,'Tom Black','C',29,'SEA',55,'0','0.414',42,273
1971,'Tom Black','C',29,'CIN',16,'0','0.303',2,26
1971,'John Block','PF',26,'SDR',73,'0','0.42',98,702
1971,'Tom Boerwinkle','C',25,'CHI',82,'0','0.485',397,882
1971,'Bob Boozer','PF',33,'MIL',80,'0','0.45',128,728
1971,'Nate Bowman','C',27,'BUF',44,'0','0.392',41,136
1971,'Bill Bradley*','SF',27,'NYK',78,'0','0.453',280,970
1971,'Bill Bridges','PF',31,'ATL',82,'0','0.458',240,975
1971,'Em Bryant','PG',32,'BUF',73,'0','0.421',352,727
1971,'Fred Carter','SG',25,'BAL',77,'0','0.417',165,799
1971,'Wilt Chamberlain*','C',34,'LAL',82,'0','0.545',352,1696
1971,'Jerry Chambers','SF',27,'ATL',65,'0','0.451',61,580
1971,'Don Chaney','SG',24,'BOS',81,'0','0.454',235,930
1971,'Len Chappell','PF',30,'TOT',48,'0','0.432',17,243
1971,'Len Chappell','F-C',30,'CLE',6,'0','0.395',1,41
1971,'Len Chappell','PF',30,'ATL',42,'0','0.441',16,202
1971,'Bob Christian','C',24,'ATL',54,'0','0.433',30,150
1971,'Archie Clark','PG',29,'PHI',82,'0','0.496',440,1746
1971,'Barry Clemens','SF',27,'SEA',78,'0','0.47',92,577
1971,'Jimmy Collins','SG',24,'CHI',55,'0','0.43',60,219
1971,'Joe Cooke','SG',22,'CLE',73,'0','0.393',93,316
1971,'Mel Counts','C',29,'PHO',80,'0','0.457',136,879
1971,'Dave Cowens*','C',22,'BOS',81,'0','0.422',228,1373
1971,'Freddie Crawford','SG',29,'TOT',51,'0','0.391',78,268
1971,'Freddie Crawford','SG',29,'BUF',15,'0','0.34',24,88
1971,'Freddie Crawford','SG',29,'PHI',36,'0','0.423',54,180
1971,'Pete Cross','C',22,'SEA',79,'0','0.442',113,630
1971,'Billy Cunningham*','SF',27,'PHI',81,'0','0.462',395,1859
1971,'Dick Cunningham','C',24,'MIL',76,'0','0.415',43,201
1971,'Bob Dandridge','SF',23,'MIL',79,'0','0.509',277,1452
1971,'Jim Davis','C',29,'ATL',82,'0','0.479',108,677
1971,'Mike Davis','SG',24,'BUF',73,'0','0.41',153,833
1971,'Dave DeBusschere*','PF',30,'NYK',81,'0','0.421',220,1263
1971,'Connie Dierking','C',34,'TOT',54,'0','0.388',60,311
1971,'Connie Dierking','C',34,'CIN',1,'0','0.188',1,6
1971,'Connie Dierking','C',34,'PHI',53,'0','0.399',59,305
1971,'Bill Dinwiddie','PF',27,'BOS',61,'0','0.375',34,300
1971,'Terry Dischinger','SF',30,'DET',65,'0','0.535',113,769
1971,'Terry Driscoll','PF',23,'DET',69,'0','0.415',54,372
1971,'Johnny Egan','PG',32,'TOT',62,'0','0.376',112,176
1971,'Johnny Egan','PG',32,'CLE',26,'0','0.408',58,105
1971,'Johnny Egan','PG',32,'SDR',36,'0','0.338',54,71
1971,'Joe Ellis','SF',26,'SFW',80,'0','0.396',161,863
1971,'Leroy Ellis','C',30,'POR',74,'0','0.443',235,1179
1971,'Claude English','F',24,'POR',18,'0','0.262',6,27
1971,'Keith Erickson','SF',26,'LAL',73,'0','0.471',223,823
1971,'Greg Fillmore','C',23,'NYK',39,'0','0.441',17,103
1971,'Hank Finkel','C',28,'BOS',80,'0','0.438',79,521
1971,'Levi Fontaine','SG',22,'SFW',35,'0','0.366',22,134
1971,'Jake Ford','G',24,'SEA',5,'0','0.36',9,34
1971,'Fred Foster','SF',24,'TOT',67,'0','0.402',61,369
1971,'Fred Foster','SF',24,'CIN',1,'0','0.375',0,7
1971,'Fred Foster','SF',24,'PHI',66,'0','0.403',61,362
1971,'Jim Fox','C',27,'CHI',82,'0','0.458',196,799
1971,'Walt Frazier*','PG',25,'NYK',80,'0','0.494',536,1736
1971,'Gary Freeman','SF',22,'TOT',52,'0','0.515',35,167
1971,'Gary Freeman','SF',22,'MIL',41,'0','0.508',31,152
1971,'Gary Freeman','SF',22,'CLE',11,'0','0.583',4,15
1971,'Dick Garrett','PG',24,'BUF',75,'0','0.414',264,964
1971,'Herm Gilliam','SG',24,'BUF',80,'0','0.422',291,898
1971,'Walt Gilmore','PF',23,'POR',27,'0','0.426',12,58
1971,'Gail Goodrich*','SG',27,'LAL',79,'0','0.475',380,1380
1971,'Bob Greacen','SF',23,'MIL',2,'0','0.083',13,5
1971,'Johnny Green','PF',37,'CIN',75,'0','0.587',89,1252
1971,'Lamar Green','PF',23,'PHO',68,'0','0.453',53,398
1971,'Hal Greer*','SG',34,'PHI',81,'0','0.431',369,1508
1971,'Gary Gregor','PF',25,'POR',44,'0','0.43',81,421
1971,'Matt Guokas','SG',26,'TOT',79,'0','0.493',342,513
1971,'Matt Guokas','SG',26,'CHI',78,'0','0.493',342,513
1971,'Happy Hairston','PF',28,'LAL',80,'0','0.466',168,1485
1971,'Shaler Halimon','SF-SG',25,'TOT',81,'0','0.384',215,709
1971,'Shaler Halimon','SG',25,'CHI',2,'0','0.125',4,2
1971,'Shaler Halimon','SF',25,'POR',79,'0','0.387',211,707
1971,'Art Harris','PG',24,'PHO',56,'0','0.411',132,467
1971,'Clem Haskins','PG',27,'PHO',82,'0','0.44',383,1462
1971,'John Havlicek*','SF',30,'BOS',81,'0','0.45',607,2338
1971,'Connie Hawkins*','SF',28,'PHO',71,'0','0.434',322,1481
1971,'Elvin Hayes*','C',25,'SDR',82,'0','0.428',186,2350
1971,'Spencer Haywood*','PF',21,'SEA',33,'0','0.449',48,680
1971,'Walt Hazzard','PG',28,'ATL',82,'0','0.459',514,1349
1971,'Gar Heard','PF',22,'SEA',65,'0','0.381',45,386
1971,'Al Henry','C',21,'PHI',6,'0','0.167',0,7
1971,'Fred Hetzel','SF',28,'LAL',59,'0','0.434',37,282
1971,'Bill Hewitt','PF',26,'DET',62,'0','0.467',124,475
1971,'A.W. Holt','SF',24,'CHI',6,'0','0.125',0,4
1971,'Bill Hosket','PF',24,'BUF',13,'0','0.522',20,105
1971,'Greg Howard','PF',23,'PHO',44,'0','0.393',26,173
1971,'Bailey Howell*','PF',34,'PHI',82,'0','0.472',115,878
1971,'Lou Hudson','SF',26,'ATL',76,'0','0.484',257,2039
1971,'John Hummer','C',22,'BUF',81,'0','0.444',163,913
1971,'Greg Hyder','SF',22,'CIN',77,'0','0.447',48,417
1971,'Darrall Imhoff','C',32,'CIN',34,'0','0.461',79,275
1971,'Luke Jackson','C',29,'PHI',79,'0','0.376',148,529
1971,'Phil Jackson*','PF',25,'NYK',71,'0','0.449',31,331
1971,'George Johnson','C',23,'BAL',24,'0','0.41',10,93
1971,'Gus Johnson*','PF',32,'BAL',66,'0','0.453',192,1202
1971,'John Johnson','SF',23,'CLE',67,'0','0.422',323,1110
1971,'Rich Johnson','C',24,'BOS',1,'0','0.8',0,8
1971,'Nick Jones','SG',25,'SFW',81,'0','0.43',113,561
1971,'Wali Jones','SG',28,'PHI',41,'0','0.402',128,415
1971,'Bob Kauffman','PF',24,'BUF',78,'0','0.471',354,1591
1971,'Earnie Killum','G',22,'LAL',4,'0',0,0,1
1971,'Toby Kimball','PF',28,'SDR',80,'0','0.387',62,273
1971,'Jim King','PG',29,'CHI',55,'0','0.439',78,264
1971,'Ron Knight','PF',23,'POR',52,'0','0.43',50,217
1971,'Don Kojis','SF',32,'SEA',79,'0','0.446',130,1157
1971,'Howard Komives','PG',29,'DET',82,'0','0.385',262,671
1971,'Steve Kuberski','PF',23,'BOS',82,'0','0.42',78,759
1971,'Sam Lacey','C',22,'CIN',81,'0','0.418',117,1090
1971,'Bob Lanier*','C',22,'DET',82,'0','0.455',146,1281
1971,'Stu Lantz','SG',24,'SDR',82,'0','0.448',344,1689
1971,'Clyde Lee','C',26,'SFW',82,'0','0.453',63,499
1971,'Bobby Lewis','SG',25,'CLE',79,'0','0.37',244,467
1971,'Paul Long','SG',26,'BUF',30,'0','0.475',25,134
1971,'Kevin Loughery','SG',30,'BAL',82,'0','0.403',301,1237
1971,'Bob Love','PF',28,'CHI',81,'0','0.447',185,2043
1971,'Jerry Lucas*','PF',30,'SFW',80,'0','0.498',293,1535
1971,'Mike Lynn','SF',25,'BUF',5,'0','0.286',1,7
1971,'Ed Manning','PF',27,'POR',79,'0','0.435',111,561
1971,'Pete Maravich*','SG',23,'ATL',81,'0','0.458',355,1880
1971,'Jack Marin','SF',26,'BAL',82,'0','0.46',217,1542
1971,'Harvey Marlatt','SG',22,'DET',23,'0','0.313',30,65
1971,'Eddie Mast','PF',22,'NYK',30,'0','0.379',4,61
1971,'Don May','SF',25,'BUF',76,'0','0.471',150,1535
1971,'Willie McCarter','SG',24,'LAL',76,'0','0.417',126,540
1971,'Jon McGlocklin','SG',27,'MIL',82,'0','0.535',305,1292
1971,'Stan McKenzie','SF',26,'POR',82,'0','0.441',235,1127
1971,'McCoy McLemore','SF',28,'TOT',86,'0','0.385',206,810
1971,'McCoy McLemore','SF',28,'CLE',58,'0','0.388',176,678
1971,'McCoy McLemore','SF',28,'MIL',28,'0','0.368',30,132
1971,'Jim McMillian','SF',22,'LAL',81,'0','0.459',133,678
1971,'Tom Meschery','PF',32,'SEA',79,'0','0.463',108,732
1971,'Larry Mikan','SF',22,'CLE',53,'0','0.333',41,158
1971,'Eddie Miles','SG',30,'BAL',63,'0','0.426',110,622
1971,'Steve Mix','SF',23,'DET',35,'0','0.446',34,290
1971,'Earl Monroe*','PG',26,'BAL',81,'0','0.442',354,1732
1971,'Otto Moore','C',24,'DET',82,'0','0.445',88,741
1971,'Rex Morgan','SG',22,'BOS',34,'0','0.402',22,117
1971,'Erwin Mueller','PF',26,'DET',52,'0','0.408',113,312
1971,'Jeff Mullins','SG',28,'SFW',75,'0','0.482',332,1562
1971,'Calvin Murphy*','PG',22,'SDR',82,'0','0.458',329,1298
1971,'Dorie Murrey','PF',27,'TOT',71,'0','0.438',32,231
1971,'Dorie Murrey','PF',27,'POR',2,'0','0.167',1,11
1971,'Dorie Murrey','PF',27,'BAL',69,'0','0.448',31,220
1971,'Don Nelson*','SF',30,'BOS',82,'0','0.468',153,1141
1971,'Bud Ogden','SF',24,'PHI',27,'0','0.364',17,66
1971,'Ralph Ogden','F',23,'SFW',32,'0','0.239',9,42
1971,'Charlie Paulk','PF',24,'CIN',68,'0','0.43',27,627
1971,'Curtis Perry','C',22,'SDR',18,'0','0.438',5,53
1971,'Geoff Petrie','SG',22,'POR',82,'0','0.443',390,2031
1971,'Bob Portman','SG',23,'SFW',68,'0','0.458',67,519
1971,'Mike Price','SG',22,'NYK',56,'0','0.37',12,84
1971,'Bob Quick','SF',24,'DET',56,'0','0.455',56,448
1971,'Luther Rackley','C',24,'CLE',74,'0','0.466',66,559
1971,'Willis Reed*','C',28,'NYK',73,'0','0.462',148,1527
1971,'Bob Riley','F',22,'ATL',7,'0','0.444',1,13
1971,'Pat Riley*','SG',25,'LAL',54,'0','0.413',72,266
1971,'Mike Riordan','SF',25,'NYK',82,'0','0.418',121,391
1971,'Rick Roberson','C',23,'LAL',65,'0','0.415',47,338
1971,'Oscar Robertson*','PG',32,'MIL',81,'0','0.496',668,1569
1971,'Flynn Robinson','SG',29,'CIN',71,'0','0.458',138,943
1971,'Paul Ruffner','C',22,'CHI',10,'0','0.429',2,34
1971,'Bob Rule','C',26,'SEA',4,'0','0.48',7,119
1971,'Cazzie Russell','SF',26,'NYK',57,'0','0.429',77,524
1971,'Tom Sanders*','SF',32,'BOS',17,'0','0.364',11,39
1971,'Dale Schlueter','C',25,'POR',80,'0','0.488',192,657
1971,'Larry Siegfried','PG',31,'SDR',53,'0','0.386',346,422
1971,'Paul Silas','PF',27,'PHO',81,'0','0.428',247,961
1971,'Mike Silliman','SF',26,'BUF',36,'0','0.456',23,91
1971,'Jerry Sloan*','SG',28,'CHI',80,'0','0.441',281,1462
1971,'Adrian Smith','SG',34,'SFW',21,'0','0.427',30,111
1971,'Bingo Smith','SG',24,'CLE',77,'0','0.448',258,1168
1971,'Garfield Smith','C',25,'BOS',37,'0','0.362',9,106
1971,'Greg Smith','PF',24,'MIL',82,'0','0.512',227,959
1971,'Dick Snyder','SG',26,'SEA',82,'0','0.531',352,1592
1971,'Dave Sorenson','PF',22,'CLE',79,'0','0.445',163,890
1971,'Dave Stallworth','SF',29,'NYK',81,'0','0.431',106,759
1971,'Dennis Stewart','F',23,'BAL',2,'0','0.25',1,4
1971,'Bill Stricker','F',23,'POR',1,'0','0.667',0,4
1971,'Gary Suiter','C-F',26,'CLE',30,'0','0.352',2,42
1971,'Fred Taylor','SG',22,'PHO',54,'0','0.387',51,298
1971,'Joe Thomas','SF',22,'PHO',39,'0','0.267',17,55
1971,'Rod Thorn','SG',29,'SEA',63,'0','0.472',182,351
1971,'Nate Thurmond*','C',29,'SFW',82,'0','0.445',257,1641
1971,'Rudy Tomjanovich','PF',22,'SDR',77,'0','0.383',73,409
1971,'John Trapp','SF',25,'SDR',82,'0','0.42',138,786
1971,'John Tresvant','PF',31,'TOT',75,'0','0.463',86,550
1971,'John Tresvant','PF',31,'LAL',8,'0','0.514',10,43
1971,'John Tresvant','PF',31,'BAL',67,'0','0.459',76,507
1971,'Al Tucker','PF',27,'BAL',31,'0','0.452',7,129
1971,'Bill Turner','SF',26,'SFW',18,'0','0.317',8,65
1971,'Wes Unseld*','C',24,'BAL',74,'0','0.501',293,1047
1971,'John Vallely','SG',22,'ATL',51,'0','0.358',47,191
1971,'Dick Van','SG',27,'PHO',81,'0','0.452',329,1771
1971,'Tom Van','SF',27,'CIN',82,'0','0.456',181,1875
1971,'Norm Van','SG',23,'CIN',82,'0','0.42',832,1315
1971,'Neal Walk','C',22,'PHO',82,'0','0.451',117,1057
1971,'Chet Walker*','SF',30,'CHI',81,'0','0.465',179,1780
1971,'Jimmy Walker','SG',26,'DET',79,'0','0.436',268,1392
1971,'Cornell Warner','C',22,'BUF',65,'0','0.415',53,391
1971,'John Warren','PG',23,'CLE',82,'0','0.423',347,940
1971,'Bobby Washington','PG',23,'CLE',47,'0','0.397',190,350
1971,'Jim Washington','PF',27,'PHI',78,'0','0.476',97,1049
1971,'Jeff Webb','SG',22,'MIL',29,'0','0.346',19,65
1971,'Bob Weiss','PG',28,'CHI',82,'0','0.422',387,782
1971,'Walt Wesley','C',26,'CLE',82,'0','0.455',83,1455
1971,'Jerry West*','PG',32,'LAL',69,'0','0.494',655,1859
1971,'John Wetzel','SG',26,'PHO',70,'0','0.431',114,331
1971,'Herb White','PG',22,'ATL',38,'0','0.405',47,90
1971,'Jo Jo','PG',24,'BOS',75,'0','0.464',361,1601
1971,'Lenny Wilkens*','PG',33,'SEA',71,'0','0.419',654,1403
1971,'Art Williams','PG',31,'BOS',74,'0','0.455',233,360
1971,'Bernie Williams','SG',25,'SDR',56,'0','0.331',113,292
1971,'Milt Williams','PG',25,'NYK',5,'0',1,2,4
1971,'Ron Williams','PG',26,'SFW',82,'0','0.436',480,1183
1971,'Willie Williams','F',24,'TOT',25,'0','0.238',8,23
1971,'Willie Williams','F',24,'BOS',16,'0','0.188',2,15
1971,'Willie Williams','F',24,'CIN',9,'0','0.4',6,8
1971,'George Wilson','PF',28,'BUF',46,'0','0.342',48,240
1971,'Lee Winfield','PG',23,'SEA',79,'0','0.466',225,830
1971,'Marv Winkler','G',22,'MIL',3,'0','0.3',2,8
1971,'Gary Zeller','SG',23,'BAL',50,'0','0.296',7,83
1971,'Bill Zopf','PG',22,'MIL',53,'0','0.363',73,118
1972,'Zaid Abdul-Aziz','C',25,'SEA',58,'0','0.429',124,798
1972,'Kareem Abdul-Jabbar*','C',24,'MIL',81,'0','0.574',370,2822
1972,'Don Adams','SF',24,'TOT',73,'0','0.392',140,831
1972,'Don Adams','SF',24,'HOU',3,'0','0.316',3,13
1972,'Don Adams','SF',24,'ATL',70,'0','0.394',137,818
1972,'Rick Adelman','PG',25,'POR',80,'0','0.437',413,809
1972,'Lucius Allen','PG',24,'MIL',80,'0','0.505',333,1080
1972,'Odis Allison','SF',22,'GSW',36,'0','0.218',10,67
1972,'Tiny Archibald*','PG',23,'CIN',76,'0','0.486',701,2145
1972,'Dennis Awtrey','C',23,'PHI',58,'0','0.441',51,245
1972,'Dick Barnett','SG',35,'NYK',79,'0','0.437',198,964
1972,'Jim Barnett','PG',27,'GSW',80,'0','0.409',309,992
1972,'Vic Bartolome','C',23,'GSW',38,'0','0.254',3,34
1972,'Elgin Baylor*','SF',37,'LAL',9,'0','0.433',18,106
1972,'Butch Beard','PG',24,'CLE',68,'0','0.464',456,1048
1972,'Walt Bellamy*','C',32,'ATL',82,'0','0.545',262,1526
1972,'Dave Bing*','PG',28,'DET',45,'0','0.414',317,1016
1972,'John Block','PF',27,'MIL',79,'0','0.44',95,672
1972,'Tom Boerwinkle','C',26,'CHI',80,'0','0.438',281,556
1972,'Bill Bradley*','SF',28,'NYK',78,'0','0.465',315,1177
1972,'Bill Bridges','PF',32,'TOT',78,'0','0.487',198,980
1972,'Bill Bridges','PF',32,'ATL',14,'0','0.381',40,133
1972,'Bill Bridges','PF',32,'PHI',64,'0','0.509',158,847
1972,'Fred Brown','SG',23,'SEA',33,'0','0.328',60,140
1972,'Em Bryant','PG',33,'BUF',54,'0','0.459',206,277
1972,'Austin Carr','SG',23,'CLE',43,'0','0.426',148,911
1972,'Fred Carter','SG',26,'TOT',79,'0','0.438',211,1074
1972,'Fred Carter','SG',26,'BAL',2,'0','0.222',12,15
1972,'Fred Carter','SG',26,'PHI',77,'0','0.444',199,1059
1972,'Sid Catlett','SF',23,'CIN',9,'0','0.222',1,6
1972,'Wilt Chamberlain*','C',35,'LAL',82,'0','0.649',329,1213
1972,'Jerry Chambers','SF',28,'BUF',26,'0','0.433',23,178
1972,'Don Chaney','SG',25,'BOS',79,'0','0.475',202,943
1972,'Phil Chenier','SG',21,'BAL',81,'0','0.415',205,996
1972,'Bob Christian','C',25,'ATL',56,'0','0.465',28,176
1972,'Archie Clark','PG',30,'TOT',77,'0','0.47',613,1938
1972,'Archie Clark','PG',30,'PHI',1,'0','0.688',7,29
1972,'Archie Clark','PG',30,'BAL',76,'0','0.467',606,1909
1972,'Jim Cleamons','PG',22,'LAL',38,'0','0.35',35,98
1972,'Barry Clemens','SF',28,'SEA',82,'0','0.521',64,580
1972,'Jimmy Collins','SG',25,'CHI',19,'0','0.366',10,62
1972,'Mel Counts','C',30,'PHO',76,'0','0.427',96,395
1972,'Dave Cowens*','C',23,'BOS',79,'0','0.484',245,1489
1972,'Pete Cross','C',23,'SEA',74,'0','0.428',63,407
1972,'Billy Cunningham*','SF',28,'PHI',75,'0','0.461',443,1744
1972,'Dick Cunningham','C',25,'HOU',63,'0','0.385',57,171
1972,'Bob Dandridge','SF',24,'MIL',80,'0','0.498',249,1475
1972,'Charlie Davis','SG',22,'CLE',61,'0','0.402',123,600
1972,'Jim Davis','C',30,'TOT',75,'0','0.435',51,394
1972,'Jim Davis','C',30,'ATL',11,'0','0.242',8,26
1972,'Jim Davis','C',30,'HOU',12,'0','0.333',5,62
1972,'Jim Davis','C',30,'DET',52,'0','0.482',38,306
1972,'Mike Davis','SG',25,'BUF',62,'0','0.425',82,564
1972,'Dave DeBusschere*','PF',31,'NYK',80,'0','0.427',291,1233
1972,'Jackie Dinkins','SF',22,'CHI',18,'0','0.415',7,45
1972,'Bill Dinwiddie','PF',28,'MIL',23,'0','0.281',9,37
1972,'Terry Dischinger','SF',31,'DET',79,'0','0.514',92,746
1972,'Terry Driscoll','PF',24,'BAL',40,'0','0.385',23,107
1972,'Ken Durrett','SF',23,'CIN',19,'0','0.392',14,83
1972,'Johnny Egan','PG',33,'HOU',38,'0','0.404',51,110
1972,'Joe Ellis','SF',27,'GSW',78,'0','0.411',97,655
